appid,name,price,positive_ratings,negative_ratings,total_ratings
718350,Loot Collection: Mahjong,1.59,0,2,2
718360,Mission: Wolf,0.79,3,6,9
718370,LSD,0.79,110,65,175
718380,Holopoint: Chronicle,14.49,10,6,16
718410,AWS Argentina Wingshooting Simulator,2.89,8,0,8
718470,Rockland VR,2.89,1,0,1
718490,LOGistICAL: Japan,6.19,2,1,3
718500,Derpy Dinos,0.00,38,9,47
718530,The Survival Test VR: Defend To Death,4.79,6,1,7
718540,Exorcism: Case Zero,3.99,11,10,21
718560,Scythe: Digital Edition,15.49,284,105,389
718590,Dark Devotion,17.49,186,78,264
718650,Driftland: The Magic Revival,23.79,412,87,499
718660,Magic matchstick,0.79,12,7,19
718670,Cultist Simulator,14.99,1749,572,2321
718680,Left&Right,0.79,11,1,12
718710,Command: Shifting Sands,15.49,6,0,6
718720,DEATHPIT 3000,2.99,24,2,26
718730,One Strike,3.99,41,1,42
718740,Chop Chop Princess!,5.19,3,0,3
718810,Teleporter,0.00,9,2,11
718830,Unrested Development,1.69,5,3,8
718840,DiamondFalls,2.99,0,1,1
718910,Vitamin Girl,7.19,5,3,8
718920,Dead Noir the Heart,1.69,3,3,6
718940,Prey with Gun 带枪的猎物,0.00,126,9,135
718960,The Flesh God,1.99,13,2,15
718970,Gone Astray,2.89,9,5,14
718980,Grey Zone,0.79,7,1,8
718990,Drone Infiltrator,8.29,0,1,1
719070,BlowOut,5.19,0,1,1
719080,Fart Simulator 2018,1.69,44,0,44
719090,Linench,1.69,6,0,6
719100,Space Way,0.79,15,9,24
719110,Imperil,1.69,7,1,8
719120,O'Fox Life,0.79,29,60,89
719130,OVO Smash!,4.79,5,1,6
719140,Entanglement,3.99,14,0,14
719180,Revulsion,11.39,40,5,45
719200,The Wall,7.19,149,40,189
719210,Supposedly Wonderful Future,7.19,8,0,8
719250,Cove Point Fun Center VR,5.19,7,5,12
719280,Bullseye,0.00,11,2,13
719290,Prophecy I - The Viking Child,3.99,5,6,11
719300,Daemonsgate,5.19,2,3,5
719310,King's Table - The Legend of Ragnarok,3.99,3,3,6
719320,The Humans Collection,4.79,2,1,3
719350,Orbits,3.99,1,0,1
719370,ELE BLAZE,2.89,1,1,2
719410,Magical Squash,3.99,72,6,78
719430,Taima Miko Yuugi,1.59,318,33,351
719460,Crankies Workshop: Grizzbot Assembly 2,3.99,16,25,41
719470,Demon And Fairy,0.79,5,8,13
719540,VR DREAM MATCH BASEBALL,15.49,2,5,7
719550,Puzzler,0.79,12,2,14
719590,Mesozoica,0.79,133,309,442
719600,鉄道運転士VR,9.29,1,3,4
719640,War Planet Online: Global Conquest,0.00,118,125,243
719660,Monster Garden,3.99,63,1,64
719720,League of Pirates,0.00,22,24,46
719730,Uptasia,0.00,37,36,73
719740,Pi,3.99,3,1,4
719750,PUSS!,7.99,204,19,223
719800,Last Encounter,11.39,27,6,33
719830,Desert Craft,5.19,1,1,2
719840,Mad Gardener: Zombie Massacre,0.79,3,0,3
719890,Beasts of Bermuda,15.49,311,171,482
719970,Soccer Simulation,11.39,1,4,5
720000,Don't Panic!,1.69,21,6,27
72000,Closure,6.99,680,107,787
720020,Pilli Adventure,3.99,1,0,1
720030,Indecision.,1.69,164,39,203
720040,Valknut,9.29,4,25,29
720060,Colony,1.69,1,1,2
7200,Trackmania United Forever Star Edition,25.99,963,55,1018
720150,Shikhondo(食魂徒) - Soul Eater,7.19,109,19,128
720200,Vinewing,7.19,10,3,13
720240,Legend of Fainn Dynasty ～Battles of Beautiful Warlords～,3.10,65,29,94
720250,Welcome to the Game II,7.19,622,143,765
720270,Defense Task Force - Sci Fi Tower Defense,7.19,25,11,36
720280,Fox Hime,1.69,2484,403,2887
720290,Reaching for Petals: VR Edition,3.99,17,12,29
720300,Toran,0.00,26,0,26
720310,Armed Warrior VR,7.19,0,4,4
720320,ShineG Has Nightmares,1.69,29,6,35
720470,Caveman Alive,2.89,25,25,50
720480,Flappy Galaxy,0.99,7,6,13
720510,Tactical AR,10.29,7,1,8
720600,Halloween: Jigsaw Puzzles,0.79,4,1,5
720630,Space Leprechaun,2.09,28,17,45
720640,La Aventura De Axel,1.69,5,0,5
720670,Cats Make You Smarter!,0.00,78,6,84
720730,Without Escape,3.99,12,4,16
720840,TWO DRAW,0.79,5,3,8
720850,Blasteron,7.19,3,1,4
720940,Horns of Fear,3.99,43,3,46
721010,Newton and the Apple Tree,30.99,63,2,65
721030,La Tale - Evolved,0.00,112,105,217
721080,Bounce Ball,1.69,2,3,5
721090,SKYBOX VR Video Player,0.00,110,21,131
7210,Runaway, A Road Adventure,6.99,236,90,326
721190,Blacksmith Simulator,3.99,17,31,48
721300,American Angst (Steam Deluxe Edition),0.79,3,1,4
721350,Where Are My Friends?,2.89,21,4,25
721380,LOGistICAL: USA - New York,7.19,6,0,6
721390,Pipe Push Paradise,5.79,61,0,61
721400,Hot Runback - VR Runner,3.99,6,1,7
721420,FIGHTING BOX,0.79,4,5,9
721430,My Coloring Book: Animals,0.79,38,11,49
721470,Snake Treasure Chest,0.79,3,1,4
721480,VR Hockey League,6.99,4,0,4
721510,Renters Revenge,0.00,12,3,15
721540,Cursed Isles,7.19,1,1,2
721670,Frontiers.io,0.79,1,1,2
721740,Sea Of Fatness: Save Humanity Together,2.09,9,2,11
721760,Highlands, Deep Waters,3.99,15,4,19
721890,ZhanDou (VR and Non-VR),7.19,19,9,28
721940,Daily Run,0.79,42,49,91
721950,Last Toon Standing,3.99,13,6,19
721960,Deathmatch Soccer,2.89,4,2,6
722010,B A S E M E N T,0.99,3,4,7
722020,Bitcoin Collector: Spinners Attack,0.79,4,5,9
722040,Cargo Breach,0.79,15,5,20
722050,Dean Daimon,0.99,8,5,13
722060,Dominions 5 - Warriors of the Faith,30.99,520,36,556
722070,Hyperide VR,5.79,1,3,4
722080,Blue Snake Adventures,0.99,5,2,7
7220,Runaway, The Dream of The Turtle,6.99,86,65,151
722180,SURV1V3,19.49,195,40,235
722190,EEP 14,31.99,4,7,11
722210,Smart Cube,0.79,12,9,21
722220,Escape from here,2.09,9,25,34
722230,L.A. Noire: The VR Case Files,24.99,258,151,409
722240,Devour them all,0.79,6,31,37
722250,Feeding The Monster,1.69,28,12,40
722290,HikeJam,3.99,4,2,6
722330,The Painter's Playground,7.19,59,1,60
722340,Captain vs Sky Pirates,2.09,1,1,2
722350,Light of Mine,0.79,4,2,6
722370,Funball Games VR,1.69,4,0,4
722410,Fallen Kingdom,8.29,1,1,2
722540,Banana Town,3.99,9,7,16
722570,NaziShoot,4.79,8,31,39
722580,Dreadnought Sol,2.89,2,0,2
722590,Audio Factory,0.00,24,6,30
722600,The Last Monster Master,2.89,3,1,4
722620,Fatal Velocity: Physics Combat,0.00,33,4,37
722660,Startup Freak,8.99,27,11,38
722670,Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋,7.19,110,29,139
722680,BLOK DROP NEO,2.09,35,11,46
722730,Cogmind,15.49,609,16,625
722750,The Killbox: Arena Combat,0.00,34,26,60
722760,Captain Firebeard and the Bay of Crows,4.79,16,6,22
722810,Casual Spider Solitaire,2.09,1,1,2
722870,The Mind of Marlo,2.09,64,7,71
722890,Last Berserker™ : Endless War,0.79,34,5,39
722910,LightTrack,0.79,8,0,8
722920,Hex Empire 3,7.19,30,2,32
722940,Mighty Action RPG,0.79,11,24,35
722960,CASE 2: Animatronics Survival,5.79,376,109,485
722990,Dungeons of Hell,1.99,26,1,27
723020,3571 The Game,10.29,0,5,5
723060,Space Chaos,0.79,2,5,7
723070,Scrolls of the Lord,2.09,4,0,4
723090,Meltys Quest,14.21,446,10,456
723100,Orbital Racer,11.39,13,2,15
723110,Scrap Galaxy,5.79,10,2,12
723180,The Rift,3.99,1,0,1
723190,Sniper Hunter Adventure 3D,1.69,3,2,5
723270,Rumu,7.19,225,21,246
723350,Hell Shooter,0.79,42,10,52
723380,Wraith,7.19,7,4,11
723390,Hunt Down The Freeman,7.19,329,642,971
723420,创世-修真录,0.00,24,6,30
723450,Dragon Hunt,0.79,19,6,25
723500,Warlock Revenge,2.09,22,6,28
723510,The Cave VR,9.29,3,3,6
723540,魔光,5.79,1,3,4
723600,Star Swapper,2.09,5,0,5
723610,Dream Golf VR,0.00,51,10,61
723760,Steamburg,7.19,12,11,23
723780,Modern Combat Versus,0.00,2012,1610,3622
723790,The Pirate: Plague of the Dead,0.00,225,89,314
723810,Don't Bleed,11.39,12,10,22
723820,BANANO BROS.,0.79,20,1,21
723830,Cyborg Invasion Shooter,1.69,19,15,34
723880,New World: The Tupis,2.09,10,4,14
723890,Don't Make Love,3.99,66,8,74
723930,Dark Romance: Vampire in Love Collector's Edition,7.19,4,0,4
723940,Hidden Expedition: The Fountain of Youth Collector's Edition,7.19,1,0,1
723950,Haunted Manor: Queen of Death Collector's Edition,7.19,1,0,1
72400,Clones,0.79,245,80,325
724010,House of Velez part 1,2.89,17,5,22
724030,Buffy Stole Your Sandwich,0.79,3,0,3
724070,Keyboard Engine,2.89,28,10,38
724080,The Ino Chronicles: Ascension,1.69,8,2,10
724090,Restaurant Manager,1.69,7,5,12
724110,PlayUSA,0.00,5,5,10
724120,Rise:30 Minutes to Extinction,7.19,7,0,7
724130,Radar Warfare,0.79,8,3,11
724180,Morgan lives in a Rocket House in VR,0.00,30,0,30
724250,Princess Maker 5,23.79,100,60,160
724280,Crankies Workshop: Freebot Assembly,0.00,28,15,43
724300,Roof Rage,10.29,142,8,150
724310,Kawanakajima no Kassen / 川中島の合戦,10.29,2,0,2
724340,Scavenger,0.00,2,0,2
724350,King of the Couch: Zoovival,0.00,98,37,135
724390,Rigid Force Alpha,15.49,43,9,52
724430,Knights Hunt,3.99,24,37,61
724470,Lazy Galaxy,4.79,70,12,82
724480,World Circuit Boxing,3.99,1,3,4
724490,Protocol,15.49,95,43,138
724510,The Quiet Sleep,3.99,14,6,20
724520,Magilore,0.00,2,4,6
724580,Domino,3.99,1,5,6
724600,Another Rocket Game,0.79,7,0,7
724630,ArchaeologyX,2.09,3,3,6
724640,AuroraBound Deluxe,4.99,13,0,13
724710,Super Knockoff! VS,9.29,12,8,20
724740,Lines X,0.79,336,73,409
724750,Robot's Mystery,2.89,1,0,1
724760,Duralumin Wind,0.79,5,1,6
724870,Glorious Noon,0.00,22,6,28
724900,Hallowed Encounter,2.89,4,2,6
724910,Icarus Six Sixty Six,0.00,9,1,10
724920,Starcats,3.99,2,0,2
724940,Beach Cry of VR,3.00,7,4,11
724950,Hope is in 23,11.39,1,0,1
724970,神舞幻想 Faith of Danschant,23.79,732,242,974
724980,Winter Warland,1.69,18,4,22
725020,SoM Soul Of Mask,0.79,3,1,4
725040,Ebony Spire: Heresy,5.19,28,8,36
725080,Fearful Symmetry & The Cursed Prince,7.19,30,3,33
725110,Wizards Tourney,9.90,19,1,20
725120,ADIOS Amigos: A Space Physics Odyssey,11.39,36,1,37
725140,Nogard,3.99,2,0,2
725170,Home Run Solitaire,3.99,7,1,8
725280,Psi Project,2.89,41,37,78
725320,Dance Studio VR,23.79,0,1,1
725340,Lines X Free,0.00,679,73,752
725370,Doctor Who Infinity,9.29,22,11,33
725380,Maddening Euphoria,0.79,5,0,5
725410,Gaia's Melody: Echoed Melodies,8.29,28,1,29
725430,Gates of Avalon,2.09,3,0,3
725480,Slap City,7.19,1577,88,1665
725490,NewOld,3.19,11,6,17
725500,Pereulok: The Series,3.19,11,3,14
725510,Merper VR,0.00,23,2,25
725540,Morps,3.99,2,0,2
725550,VS Round 1,15.49,6,1,7
725620,Battlegrounds2D.IO,2.09,0,2,2
725640,DUEL,1.69,9,3,12
725660,Thundering Skies,0.79,13,3,16
725680,Golf 2D,1.69,23,26,49
725780,Play With Me,7.19,57,15,72
725910,Collide,7.19,4,0,4
725920,If Only...,0.00,2,1,3
725950,Zombie Nightmare,3.99,2,3,5
725960,Ballistic Mini Golf,3.99,36,28,64
725970,COMBAT INSTINCT,11.39,13,4,17
725980,Path Out,0.00,117,5,122
726000,No King No Kingdom,11.39,21,5,26
726020,Mission: Demolition,4.79,36,14,50
726030,MinSweeper,2.09,3,2,5
726040,Greedy Trolley,1.69,13,16,29
726060,CAR THIEF SIMULATOR 2017,7.19,0,9,9
726070,Hidden Object - Sweet Home,1.69,15,34,49
7260,Loki,6.99,69,54,123
726120,Beyond the Wall,1.69,28,10,38
726160,The Under,1.69,10,12,22
726170,Hardy Only One,0.79,42,30,72
726200,Hostil,3.99,79,15,94
726230,The Superlatives: Aetherfall,4.79,19,1,20
726250,Unknightly,15.49,111,12,123
726260,Bit Bullet,2.89,17,1,18
726300,Ionball 3,5.00,4,0,4
726320,Girl Blonde,1.69,18,5,23
726330,Ocean's Crabellum,3.99,3,0,3
726340,Alchemist's Castle,0.79,34,5,39
726360,Boobs Saga,1.99,367,103,470
726390,Scream Collector,0.00,313,55,368
726430,Creeping Terror,6.19,14,6,20
726460,Choice of Broadsides,2.89,4,3,7
726500,The Adventures of Sam Carlisle: The Hunt for the Lost Treasure,1.69,1,0,1
726510,Heads Run,2.09,18,2,20
726520,The Merchant Memoirs,2.09,7,1,8
726570,Heavy Destinies,1.69,10,8,18
726580,Game Machines: Arcade Casino,1.69,12,6,18
726590,NBA 2K Playgrounds 2,24.99,123,73,196
726600,Drift Zone,5.19,16,18,34
726610,Podium Bash,4.99,1,2,3
726620,Kitty Rescue,0.79,12,5,17
726630,Mare Nostrvm,15.49,14,1,15
726710,RAZED,9.29,19,7,26
726720,Marble Run,5.79,27,7,34
726760,Boy Next Door,0.79,33,25,58
726800,The Rare Nine,1.69,39,29,68
726810,Void Cube Runner,0.79,2,5,7
726820,Inner Mazes - Souls Guides,4.99,2,1,3
726830,Vacation Simulator,23.79,109,15,124
726840,City Game Studio,12.39,136,33,169
726870,Anchorhead,7.19,7,1,8
726880,Posable Heroes,11.39,13,0,13
726910,Star Wars: Droid Repair Bay,0.00,221,32,253
726950,Dark Rose Valkyrie / クロバラノワルキューレ / 黑玫瑰女武神,23.79,48,49,97
726990,Succubus Rem,1.69,509,54,563
727010,Wrath of Thor,2.09,0,2,2
727020,Arcade Moonlander Plus,2.09,20,0,20
727060,The Mystery Room,3.99,9,4,13
727070,Hex,2.89,16,3,19
727090,Village of Adventurers 2,7.19,130,43,173
727100,Orch Star,11.39,26,4,30
727110,The Lost Wizard,2.89,6,8,14
727140,Love all you have left,2.09,4,0,4
727150,One Watcher,2.89,8,0,8
727170,Old School FOTD,0.79,19,28,47
727180,大逃亡专家 Escape Expert,2.89,27,16,43
727190,BLIK,3.99,13,8,21
727200,Santa's Workshop,0.79,7,1,8
727220,Nightingale Downs,1.69,11,5,16
727280,Scrap,0.00,24,22,46
727290,Boot Hill Bounties,10.29,16,2,18
727310,Major League Gladiators,0.00,19,5,24
727320,Operation Desert Road,3.99,13,10,23
727330,Last Salvo,5.05,1,1,2
727340,Stitched,5.19,34,7,41
727390,Soldier of Failure,2.89,13,42,55
727420,Taco Tom 2,5.19,2,0,2
727430,Starcaster,2.09,2,1,3
727460,Magic Tower,0.79,26,9,35
727480,Reach Me,1.69,33,3,36
727490,Hell Space,2.09,1,2,3
727510,Void Memory,7.19,83,22,105
727530,Expelled,3.99,27,12,39
727540,ReX,0.79,51,4,55
727550,Illville: Return instructions. Act 1,7.19,18,8,26
727560,My Loved Heart,0.79,57,22,79
727570,After the Collapse,7.19,11,7,18
727610,Hot Pool,0.79,5,10,15
727640,ШП - ShP,1.69,106,32,138
727680,Case #9,2.09,22,28,50
727720,Found Horror Game 11.exe,3.04,18,2,20
727730,Shiver,2.09,48,17,65
727760,Umiro,2.09,35,7,42
727790,DEAD TARGET VR: Zombie Intensified,5.19,4,0,4
727800,Voxel Tank VR,3.99,6,4,10
727830,Reformers(变革者),6.69,24,0,24
727850,ELDERBORN,17.99,55,3,58
727860,Space Quiz,2.89,2,1,3
727900,Maze of Gaea（Real Maze VR Simulation）,2.89,2,1,3
727910,Titanic,2.09,67,53,120
727970,Cosmic Trail,3.99,3,1,4
728020,Lost Home,5.79,3,0,3
728050,❂ Heroes of Hexaluga ❂,7.19,8,9,17
728070,Operation Apex,7.19,19,5,24
728090,CIBOS,11.39,3,0,3
728110,Board Games VR,0.00,9,1,10
728150,Virtual Race Car Engineer 2018,11.39,6,8,14
728220,Deadeye Dungeon,2.09,1,0,1
728240,Adventure Time: Pirates of the Enchiridion,15.49,74,13,87
728420,Rogue Quest: The Vault of the Lost Tyrant,2.89,20,7,27
728440,Next,0.79,126,16,142
72850,The Elder Scrolls V: Skyrim,9.99,237303,14951,252254
728540,Islands of Nyne: Battle Royale,0.00,3562,3042,6604
728610,Willowisp VR,3.99,2,0,2
728620,RibbonChase,7.19,1,0,1
728630,Cardboard Wars,6.19,15,4,19
728650,Crystals of Niberium,1.69,3,4,7
728660,StrainZ-1: Elimination,2.89,22,4,26
728670,Maze Up!,1.69,5,1,6
728710,Trooper 1,2.09,1,0,1
728730,Holyday City: Reloaded,0.00,815,164,979
728830,San Matias - Mafia City,1.69,11,4,15
728870,Viaerium,2.09,39,5,44
728880,Overcooked! 2,19.99,5362,1274,6636
728950,Barrels Up,1.69,10,4,14
728990,Pixel Car,0.79,15,16,31
72900,Winter Voices,0.00,139,77,216
729030,サバイバルメソッド Survival Method,13.49,30,28,58
729040,Borderlands Game of the Year Enhanced,24.99,1648,920,2568
729050,Big Bang Billiards,3.99,2,1,3
729060,Silent Descent,6.19,61,18,79
729090,Tropical Escape,1.69,6,17,23
729130,Sound Soarer,3.99,1,1,2
729170,Soldier of Failure 2,2.89,8,35,43
729180,Turtle: Voidrunner,0.00,5,2,7
729190,KRAKEN,1.69,8,5,13
729220,Save me Mr Tako: Tasukete Tako-San,11.39,16,5,21
729300,Cleansuit,2.89,23,0,23
729310,Draft Day Sports: College Basketball 2017,3.99,2,4,6
729320,The Succubi Trap,0.79,5,2,7
729330,The Girl on the Train,0.99,38,41,79
729340,AMON,3.99,0,1,1
729370,-KLAUS-,11.39,31,0,31
729390,Debris Infinity,3.99,14,0,14
729460,Distant Space 2,0.79,18,13,31
729470,Stratego® Multiplayer,5.19,5,2,7
729530,Legends of Talia: Arcadia,1.69,63,24,87
729570,222 Hearts,1.69,36,11,47
729580,Malzbie's Pinball Collection,0.00,41,20,61
729640,BOMBFEST,15.49,14,0,14
729650,More Than Just Chess,4.99,1,1,2
729660,Blackout Z: Slaughterhouse Edition,0.79,72,6,78
729670,Wanderlust,5.79,30,38,68
729720,Zomborg,3.99,64,33,97
729740,JigsawMania,3.99,2,4,6
729780,Timeless: The Lost Castle,7.19,1,0,1
729820,Wheelbarrow Warrior,0.00,5,0,5
729930,Tales of Terror: House on the Hill Collector's Edition,7.19,1,0,1
729940,Azada® : In Libro Collector's Edition,7.19,1,0,1
729970,Dogma,3.99,4,0,4
729980,Happy Neighbors,2.89,13,0,13
729990,HEXOPODS,2.09,5,4,9
730010,Ninja in Training,0.79,0,1,1
730030,Ultimate Spinner Simulator - Unstress Yourself,0.79,20,9,29
730050,Verdant Skies,15.49,121,20,141
730090,Travel VR,0.00,12,13,25
73010,Cities in Motion,14.99,605,179,784
730120,Micro Miners,0.79,13,5,18
730180,Bits n Bullets,2.89,5,1,6
730190,Sick Coaster,1.69,2,2,4
730220,Trivia Vault: Video Game Trivia Deluxe,14.99,19,14,33
730240,Chicken with Chainguns,1.69,1,3,4
730270,JunkerBot,0.79,11,0,11
730280,Protect your planet,0.79,4,4,8
730290,Eat All The Things,4.99,12,4,16
730300,Super Star Panda,3.99,15,0,15
730310,DYNASTY WARRIORS 9 真・三國無双８,0.00,1487,4620,6107
730410,Music Band Manager,5.79,190,138,328
730420,Combine War Toys,5.79,1,0,1
730460,Peter World,2.09,0,1,1
730580,MegaRace 1,1.99,7,1,8
73060,Defenders of Ardania,8.99,32,68,100
730620,Hammer 2,3.99,132,26,158
730670,EXIT 3 - Painter,5.99,2,0,2
730690,EXIT 4 - Portal,5.99,3,0,3
730700,The Word Is Not The Thing,1.69,2,0,2
730710,Space Viking Raiders,15.49,11,3,14
730760,Go! Go! Radio : 8-Bit Edition,0.99,3,6,9
730780,Kentucky Dash,3.99,1,0,1
730820,The Curse of Monkey Island,5.19,398,14,412
730830,Escape from Monkey Island™,5.19,37,19,56
730840,Burger Shop,5.19,22,1,23
730870,Burger Shop 2,5.19,22,1,23
730890,Salvation in Corruption,0.79,1,0,1
730920,Super Skelemania,3.99,45,3,48
730950,STICKMAN BLAST,0.79,17,8,25
730,Counter-Strike: Global Offensive,0.00,2644404,402313,3046717
731120,Three Kingdoms VR - Jade Knight (光之三國VR - 青龍騎),6.19,1,2,3
731180,Coffee Run,0.00,65,24,89
731190,Loud or Quiet,5.79,1,2,3
731230,Snake: Road to apple,0.79,31,20,51
731320,Speebot,7.19,14,1,15
731410,Merv Reborn,1.69,1,1,2
731420,Roguebreaker,2.89,27,3,30
731430,influence,15.49,1,2,3
731450,DROP VR - AUDIO VISUALIZER,2.09,1,3,4
731490,Crash Bandicoot™ N. Sane Trilogy,34.99,3555,237,3792
731500,Cave Brawlers,5.19,4,8,12
731510,The Scrungeon Depths,5.79,9,1,10
731520,Tooki,7.19,7,0,7
731590,Midnight Ultra,2.09,39,23,62
731600,Heckpoint,7.19,15,1,16
731670,ERMO,1.69,2,0,2
731680,MEET HUNTER,4.79,1,1,2
731690,Jingo,7.19,1,1,2
731700,Wild Downtown,7.19,4,6,10
73170,Darkest Hour: A Hearts of Iron Game,7.99,1075,144,1219
731720,DOOMED,5.19,35,15,50
731760,Crawl Space: The Mansion,7.19,1,4,5
731770,Flightless,0.00,288,23,311
731790,Fly Destroyer,0.00,3,4,7
731820,Final Storm,1.69,5,1,6
731860,Galactic Pocket Billiards,2.89,1,1,2
731880,Remaya Idle,2.09,45,29,74
73190,Pride of Nations,14.99,35,44,79
731920,Government Simulator,7.19,64,69,133
731930,Talk to Aya,1.69,5,2,7
731940,Bars and Balance,1.59,40,8,48
732000,H.I.S.T.O.R.Y T.O.R.C.H.K.A 2,1.99,40,18,58
732010,BrainyJoy,7.19,8,1,9
732030,Pimiko Plus,3.99,10,2,12
732040,C15: Find Out,3.99,4,2,6
732060,The Monk and the Warrior. The Heart of the King.,2.89,17,24,41
732070,Lost in the tomb,0.79,26,11,37
732090,Dragon Perception,0.79,10,22,32
73210,Sengoku,7.99,205,110,315
732110,OneScreen Wagons,0.79,11,2,13
732140,Below Zero,2.89,8,6,14
732150,Stolen Mouth,2.89,8,5,13
732160,The Wild Age,11.39,85,12,97
73220,Supreme Ruler: Cold War,6.99,113,62,175
732240,SpaceBourne,11.39,139,35,174
732290,Schatte ～The Witch and the Fake Shadow～ / 魔女と偽りの影,2.09,13,6,19
732360,Mercury Blue: Mini Episode,0.00,75,11,86
732370,Juicy Realm,7.19,494,154,648
732400,PlataGO! Super Platform Game Maker,3.99,52,10,62
732430,Superflight,2.09,5243,193,5436
732470,Battleship Lonewolf,5.79,15,7,22
732480,Jam Session VR,2.09,2,2,4
732520,Hinterhalt,6.19,16,8,24
732550,Woody Blox,0.79,17,4,21
732670,Dyana Moto,0.79,1,0,1
732680,Gems,3.99,0,1,1
732730,Red Crucible®: Reloaded,0.00,338,277,615
732770,Knight Terrors,2.09,12,0,12
732800,Turtle Quest,2.89,3,1,4
732810,Slipstream,7.19,495,71,566
732840,Nullysun,0.79,16,13,29
732870,Goro 2,2.09,25,10,35
732950,Pairs,0.00,17,5,22
732980,Keyscaper,5.79,3,0,3
733020,Zen Blocks - Puzzle Board Game,1.49,5,2,7
733030,Famousity Card Game,2.09,4,2,6
733040,Cube Defender 2000,0.79,0,1,1
733050,Lines Infinite,0.79,154,14,168
733060,The 37th Week,1.69,1,5,6
733070,Sudoku Universe / 数独宇宙,1.69,304,28,332
733090,Mustache Politics Shooter,0.79,26,9,35
733180,Destroy Space Aliens,7.19,7,2,9
733230,Cyber Arena,9.29,0,3,3
733250,Mover,0.74,23,7,30
733300,My Big Sister,4.79,158,10,168
733340,Hakuoki: Edo Blossoms / 薄桜鬼 真改　華ノ章 / 薄櫻鬼 真改　華之章,23.79,145,6,151
733420,Fragments,0.00,1,1,2
733430,The Escape,5.19,12,13,25
733460,First Feudal,11.49,94,27,121
733480,Flora,0.00,128,53,181
733500,LOGistICAL: Russia,15.49,6,0,6
733510,LOGistICAL: USA - Wisconsin,5.79,6,0,6
733520,LOGistICAL: Switzerland,5.79,4,1,5
733530,LOGistICAL: South Africa,3.99,3,0,3
733540,LOGistICAL: Brazil,7.19,9,2,11
733550,Clash of Magic VR,11.89,1,5,6
733570,Loot Run,3.99,6,3,9
733610,Tales of Winds: Tomb of the Sol Empire,1.69,100,22,122
733650,ShineG In The SeaFight,3.99,33,2,35
733670,Award. Room of fear,1.69,6,2,8
733690,The Hospital: Allison's Diary,4.79,3,9,12
733710,YOUFIGHT,3.99,2,1,3
733740,Sakura Cupid,7.19,110,11,121
733750,Steel Eagle,0.79,1,0,1
733760,MegaRace 2,1.99,2,0,2
733770,MegaRace 3,2.09,2,1,3
733790,Not Tonight,15.49,461,88,549
733800,Frosty Nights,3.99,41,9,50
733840,Anime Bubble Pop,1.69,7,3,10
733870,King of the Eggs,11.39,4,2,6
733910,Entropic Shop VR,3.99,5,0,5
733980,Lost jumping frog,0.79,15,15,30
733990,I Can't Believe It's Not Gambling,0.79,1024,68,1092
734010,Kolbeinn,3.19,13,7,20
734020,Legendary DXP,0.00,32,21,53
734080,Qajary Cat,7.19,2,2,4
7340,Azada,6.99,8,4,12
734120,Bonbon,2.09,54,26,80
734290,World Warfare,0.00,83,48,131
734330,Ultimate Coaster X,0.00,28,5,33
734350,Rocket Armor,2.89,2,0,2
734380,Sacrament,1.69,8,19,27
734440,Black Moon 黑月,0.79,47,1,48
734450,Grimante,3.99,6,1,7
734490,Minimancer,4.79,6,1,7
734510,Worshippers,6.99,41,9,50
734540,The Sapper,2.13,13,11,24
734550,Wheel Riders Online OBT,0.00,55,189,244
734570,Bitcoin Tycoon - Mining Simulation Game,7.19,52,27,79
734580,BattleRush,0.00,1411,739,2150
734590,Civil Warfare: Another Bullet In The War,0.79,52,83,135
734700,The Lost Gardens,2.09,21,4,25
734730,Ancient Frontier: Steel Shadows,11.39,15,5,20
734750,PickCrafter,0.00,1041,268,1309
734820,Protect Me,1.69,21,6,27
734870,Houston, We Have Spinach!,5.79,2,1,3
734890,The Francy Droo & Friends Collection,4.79,3,0,3
734910,Eternal Hour: Golden Hour,0.00,564,54,618
734920,MEANDERS,1.99,224,15,239
734980,Prosperity,7.74,25,1,26
735010,Fantasy of Eden,2.09,3,1,4
735030,Oneirogen,1.99,5,1,6
735060,The Forbidden Arts,10.29,19,3,22
735110,Defenders of Tetsoidea,1.69,0,2,2
735240,The last strategist,3.19,15,7,22
735260,meleng,0.79,13,6,19
735280,EMERGENCY 20,23.99,180,75,255
735320,TimeTravelers,2.89,5,1,6
735350,Bottle: Pilgrim,4.49,57,20,77
735410,Task is to Survive,2.89,7,6,13
735450,Ninja Way,1.69,62,23,85
735460,Highway Madness,0.00,23,10,33
735470,vBuilder,0.00,6,2,8
735500,Creepy Road,9.99,76,33,109
735520,Time Killers: CatchOut,0.00,2,1,3
735530,Time Killers: Spot Race,0.00,5,2,7
735540,NO ONE,2.89,2,1,3
735550,Crazy Soccer: Football Stars,9.99,7,1,8
735570,Project Rhombus,0.00,809,64,873
735580,11-11 Memories Retold,19.99,133,9,142
735590,Grand Pskov Story,2.09,39,17,56
735600,BANZAI ROYALE,4.79,60,4,64
735650,One More Night: BiO Clinic,3.99,4,0,4
735660,Steamcraft,12.99,56,24,80
735700,How To Meat People,3.99,5,0,5
735810,Cyber Surf,0.00,7,3,10
735840,Retro Space Shooter,0.79,3,15,18
735850,Trailer Park Boys: Greasy Money,0.00,312,134,446
